Function,Generated,Ground Truth
"	public void setBodyRequired(boolean bodyRequired) {
		this.bodyRequired = bodyRequired;
	}",0 tests,whether this condition should expect requests to have a body
"	public ClientHttpResponse createResponse(@Nullable ClientHttpRequest request) throws IOException {
		ResponseCreator responseCreator = getResponseCreator();
		Assert.state(responseCreator != null, ""createResponse() called before ResponseCreator was set"");
		return responseCreator.createResponse(request);
	}",1 create a new client http response,note that as of 0
"	default Class<? extends EntityManager> getEntityManagerInterface() {
		return EntityManager.class;
	}",0 tests for the below method,return the vendor specific entity manager interface that this provider s entity managers will implement
"	public String getSql() {
		return this.sql;
	}", return the sql,return the sql that led to the problem if known
"	protected ResourcePatternResolver getResourcePatternResolver() {
		return new ServletContextResourcePatternResolver(this);
	}",1. getResourcePatternResolver is a method that returns a resource pattern resolver,this implementation supports pattern matching in unexpanded wars too
"	public void addNestedComponent(ComponentDefinition component) {
		Assert.notNull(component, ""ComponentDefinition must not be null"");
		this.nestedComponents.add(component);
	}", adds a nested component to this component definition,add the given component as nested element of this composite component
"	public void setHeaderInitializer(@Nullable MessageHeaderInitializer headerInitializer) {
		this.headerInitializer = headerInitializer;
		this.stompDecoder.setHeaderInitializer(headerInitializer);
	}", sets the message header initializer to be used when decoding the stomp headers,configure a message header initializer to apply to the headers of all messages created from decoded stomp frames and other messages sent to the client inbound channel
"	public static boolean isEmpty(@Nullable Map<?, ?> map) {
		return (map == null || map.isEmpty());
	}",0 if the map is null or empty,return true if the supplied map is null or empty
"	protected void doPut(Cache cache, Object key, @Nullable Object result) {
		try {
			cache.put(key, result);
		}
		catch (RuntimeException ex) {
			getErrorHandler().handleCachePutError(ex, cache, key, result);
		}
	}",0 tests the put operation on a cache,execute cache put object object on the specified cache and invoke the error handler if an exception occurs
"	public static int countOccurrencesOf(String str, String sub) {
		if (!hasLength(str) || !hasLength(sub)) {
			return 0;
		}

		int count = 0;
		int pos = 0;
		int idx;
		while ((idx = str.indexOf(sub, pos)) != -1) {
			++count;
			pos = idx + sub.length();
		}
		return count;
	}",1,count the occurrences of the substring sub in string str
"	public void setContentTypeResolver(RequestedContentTypeResolver contentTypeResolver) {
		Assert.notNull(contentTypeResolver, ""'contentTypeResolver' must not be null"");
		this.contentTypeResolver = contentTypeResolver;
	}", sets the content type resolver to be used when determining the content type of a request,set the requested content type resolver to use to determine requested media types
"	public final TransactionAttributeSource[] getTransactionAttributeSources() {
		return this.transactionAttributeSources;
	}",0 transaction attribute sources,return the transaction attribute source instances that this composite transaction attribute source combines
"	public void setDefaultDestinationPrefix(String defaultDestinationPrefix) {
		this.defaultDestinationPrefix = defaultDestinationPrefix;
	}", sets the default destination prefix,configure a default prefix to add to message destinations in cases where a method is not annotated with send to or does not specify any destinations through the annotation s value attribute
"	private KSerializer<Object> serializer(Type type) {
		KSerializer<Object> serializer = serializerCache.get(type);
		if (serializer == null) {
			serializer = SerializersKt.serializerOrNull(type);
			if (serializer == null || hasPolymorphism(serializer.getDescriptor(), new HashSet<>())) {
				return null;
			}
			serializerCache.put(type, serializer);
		}
		return serializer;
	}",1 create a serializer for the type provided,tries to find a serializer that can marshall or unmarshall instances of the given type using kotlinx
"	public ModelMap addAllAttributes(@Nullable Map<String, ?> attributes) {
		if (attributes != null) {
			putAll(attributes);
		}
		return this;
	}",0 tests,copy all attributes in the supplied map into this map
"	public void testExceptionComesBack() throws Exception {
		final String sql = ""SELECT ID FROM CUSTMR"";
		final RuntimeException runtimeException = new RuntimeException(""Expected"");

		given(this.resultSet.next()).willReturn(true);
		given(this.connection.createStatement()).willReturn(this.preparedStatement);

		try {
			assertThatRuntimeException()
				.isThrownBy(() ->
					this.template.query(sql, (RowCallbackHandler) rs -> {
						throw runtimeException;
					}))
				.withMessage(runtimeException.getMessage());
		}
		finally {
			verify(this.resultSet).close();
			verify(this.preparedStatement).close();
			verify(this.connection).close();
		}
	}", tests that exception comes back,test that we see a runtime exception come back
"	protected final SuspendedResourcesHolder suspend(@Nullable Object transaction) throws TransactionException {
		if (TransactionSynchronizationManager.isSynchronizationActive()) {
			List<TransactionSynchronization> suspendedSynchronizations = doSuspendSynchronization();
			try {
				Object suspendedResources = null;
				if (transaction != null) {
					suspendedResources = doSuspend(transaction);
				}
				String name = TransactionSynchronizationManager.getCurrentTransactionName();
				TransactionSynchronizationManager.setCurrentTransactionName(null);
				boolean readOnly = TransactionSynchronizationManager.isCurrentTransactionReadOnly();
				TransactionSynchronizationManager.setCurrentTransactionReadOnly(false);
				Integer isolationLevel = TransactionSynchronizationManager.getCurrentTransactionIsolationLevel();
				TransactionSynchronizationManager.setCurrentTransactionIsolationLevel(null);
				boolean wasActive = TransactionSynchronizationManager.isActualTransactionActive();
				TransactionSynchronizationManager.setActualTransactionActive(false);
				return new SuspendedResourcesHolder(
						suspendedResources, suspendedSynchronizations, name, readOnly, isolationLevel, wasActive);
			}
			catch (RuntimeException | Error ex) {
				
				doResumeSynchronization(suspendedSynchronizations);
				throw ex;
			}
		}
		else if (transaction != null) {
			
			Object suspendedResources = doSuspend(transaction);
			return new SuspendedResourcesHolder(suspendedResources);
		}
		else {
			
			return null;
		}
	}",1 suspend all active transactions,suspend the given transaction
"	public static ServletUriComponentsBuilder fromCurrentRequest() {
		return fromRequest(getCurrentRequest());
	}", return a builder for the current request,same as from request http servlet request except the request is obtained through request context holder
"	public String getBeanName() {
		return this.beanName.get();
	}", return the bean name,return the name of the bean
"	public List<ConstructorResolver> getConstructorResolvers() {
		return Collections.emptyList();
	}", no constructor resolvers configured,return an empty list always since this context does not support the use of type references
"	public String getPragma() {
		return getFirst(PRAGMA);
	}", return the pragma string,return the value of the pragma header
"	public void setAsyncMode(boolean asyncMode) {
		this.asyncMode = asyncMode;
	}",0 or true for asynchronous mode,specify whether to establish a local first in first out scheduling mode for forked tasks that are never joined
"	public BeanDefinitionBuilder setDestroyMethodName(@Nullable String methodName) {
		this.beanDefinition.setDestroyMethodName(methodName);
		return this;
	}", set the destroy method name,set the destroy method for this definition
"	public int getOrder() {
		Class<?> type = this.beanFactory.getType(this.name);
		if (type != null) {
			if (Ordered.class.isAssignableFrom(type) && this.beanFactory.isSingleton(this.name)) {
				return ((Ordered) this.beanFactory.getBean(this.name)).getOrder();
			}
			return OrderUtils.getOrder(type, Ordered.LOWEST_PRECEDENCE);
		}
		return Ordered.LOWEST_PRECEDENCE;
	}",0 if the bean is a singleton with an ordered type,determine the order for this factory s target aspect either an instance specific order expressed through implementing the org
"	public List<String> getExposedHeaders() {
		return this.exposedHeaders;
	}",0 tests for the exposed headers,return the configured response headers to expose or null if none
"	private void processDispatchResult(HttpServletRequest request, HttpServletResponse response,
			@Nullable HandlerExecutionChain mappedHandler, @Nullable ModelAndView mv,
			@Nullable Exception exception) throws Exception {

		boolean errorView = false;

		if (exception != null) {
			if (exception instanceof ModelAndViewDefiningException) {
				logger.debug(""ModelAndViewDefiningException encountered"", exception);
				mv = ((ModelAndViewDefiningException) exception).getModelAndView();
			}
			else {
				Object handler = (mappedHandler != null ? mappedHandler.getHandler() : null);
				mv = processHandlerException(request, response, handler, exception);
				errorView = (mv != null);
			}
		}

		
		if (mv != null && !mv.wasCleared()) {
			render(mv, request, response);
			if (errorView) {
				WebUtils.clearErrorRequestAttributes(request);
			}
		}
		else {
			if (logger.isTraceEnabled()) {
				logger.trace(""No view rendering, null ModelAndView returned."");
			}
		}

		if (WebAsyncUtils.getAsyncManager(request).isConcurrentHandlingStarted()) {
			
			return;
		}

		if (mappedHandler != null) {
			
			mappedHandler.triggerAfterCompletion(request, response, null);
		}
	}","
    public void setAsyncManager(AsyncManager asyncManager) {
        this.asyncManager = asyncManager;
    }
### Explanation:
set the async manager",handle the result of handler selection and handler invocation which is either a model and view or an exception to be resolved to a model and view
"	public void setPassword(String password) {
		this.password = password;
	}",1 set the password for the user,set the default user s password that this adapter should use for retrieving connections
"	public HttpInputMessage beforeBodyRead(HttpInputMessage inputMessage, MethodParameter parameter,
			Type targetType, Class<? extends HttpMessageConverter<?>> converterType) throws IOException {

		return inputMessage;
	}",1. converts the input message to the specified type,the default implementation returns the input message that was passed in
"	public void setContentNegotiationManager(ContentNegotiationManager contentNegotiationManager) {
		this.contentNegotiationManager = contentNegotiationManager;
	}", sets the content negotiation manager to use for the given request,set the content negotiation manager to use to determine requested media types
"	public static Mono<TransactionContext> currentContext() throws NoTransactionException {
		return Mono.deferContextual(ctx -> {
			if (ctx.hasKey(TransactionContext.class)) {
				return Mono.just(ctx.get(TransactionContext.class));
			}
			if (ctx.hasKey(TransactionContextHolder.class)) {
				TransactionContextHolder holder = ctx.get(TransactionContextHolder.class);
				if (holder.hasContext()) {
					return Mono.just(holder.currentContext());
				}
			}
			return Mono.error(new NoTransactionInContextException());
		});
	}",1. this method is used to get the current transaction context,obtain the current transaction context from the subscriber context or the transactional context holder
"	public final int getConcurrencyLimit() {
		return this.concurrencyThrottle.getConcurrencyLimit();
	}", return the concurrency limit,return the maximum number of parallel accesses allowed
"	protected AbstractHandlerMapping getHandlerMapping() {
		if (this.registrations.isEmpty()) {
			return null;
		}
		Map<String, HttpRequestHandler> urlMap = new LinkedHashMap<>();
		for (ResourceHandlerRegistration registration : this.registrations) {
			ResourceHttpRequestHandler handler = getRequestHandler(registration);
			for (String pathPattern : registration.getPathPatterns()) {
				urlMap.put(pathPattern, handler);
			}
		}
		return new SimpleUrlHandlerMapping(urlMap, this.order);
	}",1 get the handler mapping from the registrations,return a handler mapping with the mapped resource handlers or null in case of no registrations
"	public void setViewClass(@Nullable Class<?> viewClass) {
		if (viewClass != null && !requiredViewClass().isAssignableFrom(viewClass)) {
			String name = viewClass.getName();
			throw new IllegalArgumentException(""Given view class ["" + name + ""] "" +
					""is not of type ["" + requiredViewClass().getName() + ""]"");
		}
		this.viewClass = viewClass;
	}", set the view class to be used by this factory,set the view class that should be used to create views
"public void visitPackage(final String packaze) {
  if (mv != null) {
    mv.visitPackage(packaze);
  }
}",0,visit a package of the current module
"	protected void renderMergedTemplateModel(
			Map<String, Object> model, HttpServletRequest request, HttpServletResponse response) throws Exception {

		exposeHelpers(model, request);
		doRender(model, request, response);
	}", renders the specified model to the response,process the model map by merging it with the free marker template
"	public void setRequestContextAttribute(@Nullable String requestContextAttribute) {
		this.requestContextAttribute = requestContextAttribute;
	}", sets the request context attribute to use in the context of the request,set the name of the request context attribute for this view
"public void visitEnum(final String name, final String descriptor, final String value) {
  if (av != null) {
    av.visitEnum(name, descriptor, value);
  }
}",1,visits an enumeration value of the annotation
"	public void setPlaceholderPrefix(String placeholderPrefix) {
		Assert.notNull(placeholderPrefix, ""'placeholderPrefix' must not be null"");
		this.placeholderPrefix = placeholderPrefix;
	}", sets the prefix for placeholders in the generated sql,set the prefix that placeholders replaced by this resolver must begin with
"	public static Properties splitArrayElementsIntoProperties(
			String[] array, String delimiter, @Nullable String charsToDelete) {

		if (ObjectUtils.isEmpty(array)) {
			return null;
		}

		Properties result = new Properties();
		for (String element : array) {
			if (charsToDelete != null) {
				element = deleteAny(element, charsToDelete);
			}
			String[] splittedElement = split(element, delimiter);
			if (splittedElement == null) {
				continue;
			}
			result.setProperty(splittedElement[0].trim(), splittedElement[1].trim());
		}
		return result;
	}",1. split array elements into properties,take an array of strings and split each element based on the given delimiter
"	public void setOrder(int order) {
		this.order = order;
	}",0 or 1 are valid values,specify the order value for this view resolver bean
"	public static URL extractJarFileURL(URL jarUrl) throws MalformedURLException {
		String urlFile = jarUrl.getFile();
		int separatorIndex = urlFile.indexOf(JAR_URL_SEPARATOR);
		if (separatorIndex != -1) {
			String jarFile = urlFile.substring(0, separatorIndex);
			try {
				return new URL(jarFile);
			}
			catch (MalformedURLException ex) {
				
				
				if (!jarFile.startsWith(""/"")) {
					jarFile = ""/"" + jarFile;
				}
				return new URL(FILE_URL_PREFIX + jarFile);
			}
		}
		else {
			return jarUrl;
		}
	}","1 the jar url is a jar url
    1 the jar url is a jar file url",extract the url for the actual jar file from the given url which may point to a resource in a jar file or to a jar file itself
"void putConstantPool(final ByteVector output) {
  output.putShort(constantPoolCount).putByteArray(constantPool.data, 0, constantPool.length);
}",0 below is a summary that describes the below java function,puts this symbol table s constant pool array in the given byte vector preceded by the constant pool count value
"	protected String getAcceptCharset() {
		return this.acceptCharset;
	}",0 returns the value of the accept charset header,get the value of the accept charset attribute
"	default int getPropagationBehavior() {
		return PROPAGATION_REQUIRED;
	}",0 for propagation required 1 for propagation optional 2 for propagation not needed,return the propagation behavior
"	protected HandlerMethodArgumentResolverComposite getArgumentResolvers() {
		return this.invocableHelper.getArgumentResolvers();
	}", below is an instruction that describes a task,return the argument resolvers initialized during after properties set
"	public static String deleteAny(String inString, @Nullable String charsToDelete) {
		if (!hasLength(inString) || !hasLength(charsToDelete)) {
			return inString;
		}

		int lastCharIndex = 0;
		char[] result = new char[inString.length()];
		for (int i = 0; i < inString.length(); i++) {
			char c = inString.charAt(i);
			if (charsToDelete.indexOf(c) == -1) {
				result[lastCharIndex++] = c;
			}
		}
		if (lastCharIndex == inString.length()) {
			return inString;
		}
		return new String(result, 0, lastCharIndex);
	}",1. below java function deletes any character from a string,delete any character in a given string
"	public static ResourceFiles none() {
		return NONE;
	}",0 or null,return a dynamic files instance with no items
"	public void testScenario_DefiningVariablesThatWillBeAccessibleInExpressions() throws Exception {
		
		SpelExpressionParser parser = new SpelExpressionParser();
		
		StandardEvaluationContext ctx = new StandardEvaluationContext();
		ctx.setVariable(""favouriteColour"",""blue"");
		List<Integer> primes = Arrays.asList(2, 3, 5, 7, 11, 13, 17);
		ctx.setVariable(""primes"",primes);

		Expression expr = parser.parseRaw(""#favouriteColour"");
		Object value = expr.getValue(ctx);
		assertThat(value).isEqualTo(""blue"");

		expr = parser.parseRaw(""#primes.get(1)"");
		value = expr.getValue(ctx);
		assertThat(value).isEqualTo(3);

		
		expr = parser.parseRaw(""#primes.?[#this>10]"");
		value = expr.getValue(ctx);
		assertThat(value.toString()).isEqualTo(""[11, 13, 17]"");
	}", tests that variables defined in a scenario are accessible in expressions,scenario using the standard context but adding your own variables
"	public void setAllowedOrigins(Collection<String> allowedOrigins) {
		Assert.notNull(allowedOrigins, ""Allowed origins Collection must not be null"");
		this.corsConfiguration.setAllowedOrigins(new ArrayList<>(allowedOrigins));
	}", set the allowed origins for this cors configuration,set the origins for which cross origin requests are allowed from a browser
"	public List<Locale.LanguageRange> getAcceptLanguage() {
		String value = getFirst(ACCEPT_LANGUAGE);
		return (StringUtils.hasText(value) ? Locale.LanguageRange.parse(value) : Collections.emptyList());
	}",0 tests passed,return the language ranges from the accept language header
"	public void setDefaultProfiles(String... profiles) {
		Assert.notNull(profiles, ""Profile array must not be null"");
		synchronized (this.defaultProfiles) {
			this.defaultProfiles.clear();
			for (String profile : profiles) {
				validateProfile(profile);
				this.defaultProfiles.add(profile);
			}
		}
	}", sets the default profiles to be used when no profile is specified,specify the set of profiles to be made active by default if no other profiles are explicitly made active through set active profiles
"	public void setMappingLocations(Resource... mappingLocations) {
		this.mappingLocations = mappingLocations;
	}",1 or more mappings,set location of properties files to be loaded containing object name mappings
"	static AnnotationMetadata introspect(Class<?> type) {
		return StandardAnnotationMetadata.from(type);
	}",0 tests,factory method to create a new annotation metadata instance for the given class using standard reflection
"	public ConcurrentModel addAllAttributes(@Nullable Map<String, ?> attributes) {
		if (attributes != null) {
			putAll(attributes);
		}
		return this;
	}","0 tests the given map for null and throws an exception if it is null
    0 is used to avoid the overhead of the null check in the case that the map is not null",copy all attributes in the supplied map into this map
"	public static boolean isEmpty(@Nullable Object str) {
		return (str == null || """".equals(str));
	}",0 or 1,check whether the given object possibly a string is empty
"	public static String[] toDescriptors(Class<?>[] types) {
		int typesCount = types.length;
		String[] descriptors = new String[typesCount];
		for (int p = 0; p < typesCount; p++) {
			descriptors[p] = toDescriptor(types[p]);
		}
		return descriptors;
	}",1 create a string array containing the descriptor of each type,create an array of descriptors from an array of classes
"	public void onStartup(@Nullable Set<Class<?>> webAppInitializerClasses, ServletContext servletContext)
			throws ServletException {

		List<WebApplicationInitializer> initializers = Collections.emptyList();

		if (webAppInitializerClasses != null) {
			initializers = new ArrayList<>(webAppInitializerClasses.size());
			for (Class<?> waiClass : webAppInitializerClasses) {
				
				
				if (!waiClass.isInterface() && !Modifier.isAbstract(waiClass.getModifiers()) &&
						WebApplicationInitializer.class.isAssignableFrom(waiClass)) {
					try {
						initializers.add((WebApplicationInitializer)
								ReflectionUtils.accessibleConstructor(waiClass).newInstance());
					}
					catch (Throwable ex) {
						throw new ServletException(""Failed to instantiate WebApplicationInitializer class"", ex);
					}
				}
			}
		}

		if (initializers.isEmpty()) {
			servletContext.log(""No Spring WebApplicationInitializer types detected on classpath"");
			return;
		}

		servletContext.log(initializers.size() + "" Spring WebApplicationInitializers detected on classpath"");
		AnnotationAwareOrderComparator.sort(initializers);
		for (WebApplicationInitializer initializer : initializers) {
			initializer.onStartup(servletContext);
		}
	}", call the onStartup method with the given parameters,delegate the servlet context to any web application initializer implementations present on the application classpath
"	default Executor getAsyncExecutor() {
		return null;
	}",0 tests,the executor instance to be used when processing async method invocations
"	public void setTransactionSynchronizationRegistry(@Nullable TransactionSynchronizationRegistry transactionSynchronizationRegistry) {
		this.transactionSynchronizationRegistry = transactionSynchronizationRegistry;
	}", sets the transaction synchronization registry to be used when executing this method,set the jta 0
"	public void setPrefetchSize(int prefetchSize) {
		this.prefetchSize = prefetchSize;
	}",0 prefetchSize 0,specify the maximum number of messages to load into a session a kind of batch size
"	protected AbstractPropertyBindingResult getInternalBindingResult() {
		if (this.bindingResult == null) {
			this.bindingResult = (this.directFieldAccess ?
					createDirectFieldBindingResult(): createBeanPropertyBindingResult());
		}
		return this.bindingResult;
	}",1 create a binding result for the given request and model,return the internal binding result held by this data binder as an abstract property binding result
"	public List<Message<byte[]>> decode(ByteBuffer byteBuffer,
			@Nullable MultiValueMap<String, String> partialMessageHeaders) {

		List<Message<byte[]>> messages = new ArrayList<>();
		while (byteBuffer.hasRemaining()) {
			Message<byte[]> message = decodeMessage(byteBuffer, partialMessageHeaders);
			if (message != null) {
				messages.add(message);
				skipEol(byteBuffer);
				if (!byteBuffer.hasRemaining()) {
					break;
				}
			}
			else {
				break;
			}
		}
		return messages;
	}",0 decode the next message from the given byte buffer,decodes one or more stomp frames from the given buffer and returns a list of message messages
"	public WebSocketTransportRegistration setSendTimeLimit(int timeLimit) {
		this.sendTimeLimit = timeLimit;
		return this;
	}",0 is the default value for this property,configure a time limit in milliseconds for the maximum amount of a time allowed when sending messages to a web socket session or writing to an http response when sock js fallback option are in use
"	public static Object create(Class superclass, Class[] interfaces, CallbackFilter filter, Callback[] callbacks) {
		Enhancer e = new Enhancer();
		e.setSuperclass(superclass);
		e.setInterfaces(interfaces);
		e.setCallbackFilter(filter);
		e.setCallbacks(callbacks);
		return e.create();
	}",1 create a new instance of the given class with the given interfaces and callbacks,helper method to create an intercepted object
"	public String getViewName() {
		return (this.view instanceof String ? (String) this.view : null);
	}","
	public String getViewName() {
		return (this.view instanceof String ? (String) this.view : null);
	}

    public void setViewName(String viewName) {
        if (viewName == null) {
            throw new NullPointerException(""View name must not be null"");
        }
        this.view = viewName;
    }

    public String getView() {
        return this.view;
    }

    public void setView(String view) {
        this.view = view;
    }

    public String getViewId() {
        return this.viewId;
    }

    public void setViewId(String viewId) {
        this.viewId = viewId;
    }

    public String getViewParams() {
        return this.viewParams;
    }

    public void setViewParams(String viewParams) {
        this.viewParams = viewParams;
    }

    public String getViewParamsAsString() {
        return this.viewParamsAsString;
    }

    public void setView",return the view name to be resolved by the dispatcher servlet via a view resolver or null if we are using a view object
"	public final ResultSet getResultSet() {
		return this.resultSet;
	}", result set,return the underlying result set usually a javax
"	public Set<Object> keySet() {
		Set<Object> sortedKeys = new TreeSet<>(keyComparator);
		sortedKeys.addAll(super.keySet());
		return Collections.synchronizedSet(sortedKeys);
	}",1 constructor,return a sorted set of the keys in this properties object
"	public void setName(String name) {
		this.name = name;
	}",1 set the name of the property,set the name of the parameter required
"	protected void applyContentType(HttpServletResponse response)	{
		if (response.getContentType() == null) {
			response.setContentType(getContentType());
		}
	}",1. applies the content type from the current request to the response,apply this view s content type as specified in the content type bean property to the given response
"public String getSuperName() {
    
  return readClass(header + 4, new char[maxStringLength]);
}",0 superclass name,returns the internal of name of the super class see type get internal name
"	public Object extractSource(Object sourceCandidate, @Nullable Resource definitionResource) {
		return null;
	}",0 tests,this implementation simply returns null for any input
"private int[] readTypeAnnotations(
    final MethodVisitor methodVisitor,
    final Context context,
    final int runtimeTypeAnnotationsOffset,
    final boolean visible) {
  char[] charBuffer = context.charBuffer;
  int currentOffset = runtimeTypeAnnotationsOffset;
    
  int[] typeAnnotationsOffsets = new int[readUnsignedShort(currentOffset)];
  currentOffset += 2;
    
  for (int i = 0; i < typeAnnotationsOffsets.length; ++i) {
    typeAnnotationsOffsets[i] = currentOffset;
      
      
    int targetType = readInt(currentOffset);
    switch (targetType >>> 24) {
      case TypeReference.LOCAL_VARIABLE:
      case TypeReference.RESOURCE_VARIABLE:
          
          
        int tableLength = readUnsignedShort(currentOffset + 1);
        currentOffset += 3;
        while (tableLength-- > 0) {
          int startPc = readUnsignedShort(currentOffset);
          int length = readUnsignedShort(currentOffset + 2);
            
          currentOffset += 6;
          createLabel(startPc, context.currentMethodLabels);
          createLabel(startPc + length, context.currentMethodLabels);
        }
        break;
      case TypeReference.CAST:
      case TypeReference.CONSTRUCTOR_INVOCATION_TYPE_ARGUMENT:
      case TypeReference.METHOD_INVOCATION_TYPE_ARGUMENT:
      case TypeReference.CONSTRUCTOR_REFERENCE_TYPE_ARGUMENT:
      case TypeReference.METHOD_REFERENCE_TYPE_ARGUMENT:
        currentOffset += 4;
        break;
      case TypeReference.CLASS_EXTENDS:
      case TypeReference.CLASS_TYPE_PARAMETER_BOUND:
      case TypeReference.METHOD_TYPE_PARAMETER_BOUND:
      case TypeReference.THROWS:
      case TypeReference.EXCEPTION_PARAMETER:
      case TypeReference.INSTANCEOF:
      case TypeReference.NEW:
      case TypeReference.CONSTRUCTOR_REFERENCE:
      case TypeReference.METHOD_REFERENCE:
        currentOffset += 3;
        break;
      case TypeReference.CLASS_TYPE_PARAMETER:
      case TypeReference.METHOD_TYPE_PARAMETER:
      case TypeReference.METHOD_FORMAL_PARAMETER:
      case TypeReference.FIELD:
      case TypeReference.METHOD_RETURN:
      case TypeReference.METHOD_RECEIVER:
      default:
          
        throw new IllegalArgumentException();
    }
      
      
    int pathLength = readByte(currentOffset);
    if ((targetType >>> 24) == TypeReference.EXCEPTION_PARAMETER) {
        
      TypePath path = pathLength == 0 ? null : new TypePath(classFileBuffer, currentOffset);
      currentOffset += 1 + 2 * pathLength;
        
      String annotationDescriptor = readUTF8(currentOffset, charBuffer);
      currentOffset += 2;
        
      currentOffset =
          readElementValues(
              methodVisitor.visitTryCatchAnnotation(
                  targetType & 0xFFFFFF00, path, annotationDescriptor, visible),
              currentOffset,
               true,
              charBuffer);
    } else {
        
        
        
      currentOffset += 3 + 2 * pathLength;
        
        
      currentOffset =
          readElementValues(
               null, currentOffset,  true, charBuffer);
    }
  }
  return typeAnnotationsOffsets;
}",NO_OUTPUT,parses a runtime in visible type annotations attribute to find the offset of each type annotation entry it contains to find the corresponding labels and to visit the try catch block annotations
"final ByteVector put122(final int byteValue, final int shortValue1, final int shortValue2) {
  int currentLength = length;
  if (currentLength + 5 > data.length) {
    enlarge(5);
  }
  byte[] currentData = data;
  currentData[currentLength++] = (byte) byteValue;
  currentData[currentLength++] = (byte) (shortValue1 >>> 8);
  currentData[currentLength++] = (byte) shortValue1;
  currentData[currentLength++] = (byte) (shortValue2 >>> 8);
  currentData[currentLength++] = (byte) shortValue2;
  length = currentLength;
  return this;
}",0 to 5 bytes of data are written to the buffer,puts one byte and two shorts into this byte vector
"	protected void customizePropertySources(MutablePropertySources propertySources) {
		propertySources.addLast(new StubPropertySource(SERVLET_CONFIG_PROPERTY_SOURCE_NAME));
		propertySources.addLast(new StubPropertySource(SERVLET_CONTEXT_PROPERTY_SOURCE_NAME));
		if (jndiPresent && JndiLocatorDelegate.isDefaultJndiEnvironmentAvailable()) {
			propertySources.addLast(new JndiPropertySource(JNDI_PROPERTY_SOURCE_NAME));
		}
		super.customizePropertySources(propertySources);
	}",1 create the property sources for the servlet context and servlet configuration,customize the set of property sources with those contributed by superclasses as well as those appropriate for standard servlet based environments ul li servlet config property source name li servlet context property source name li jndi property source name ul p properties present in servlet config property source name will take precedence over those in servlet context property source name and properties found in either of the above take precedence over those found in jndi property source name
"	public static String canonicalPropertyName(@Nullable String propertyName) {
		if (propertyName == null) {
			return """";
		}

		StringBuilder sb = new StringBuilder(propertyName);
		int searchIndex = 0;
		while (searchIndex != -1) {
			int keyStart = sb.indexOf(PropertyAccessor.PROPERTY_KEY_PREFIX, searchIndex);
			searchIndex = -1;
			if (keyStart != -1) {
				int keyEnd = sb.indexOf(
						PropertyAccessor.PROPERTY_KEY_SUFFIX, keyStart + PropertyAccessor.PROPERTY_KEY_PREFIX.length());
				if (keyEnd != -1) {
					String key = sb.substring(keyStart + PropertyAccessor.PROPERTY_KEY_PREFIX.length(), keyEnd);
					if ((key.startsWith(""'"") && key.endsWith(""'"")) || (key.startsWith(""\"""") && key.endsWith(""\""""))) {
						sb.delete(keyStart + 1, keyStart + 2);
						sb.delete(keyEnd - 2, keyEnd - 1);
						keyEnd = keyEnd - 2;
					}
					searchIndex = keyEnd + PropertyAccessor.PROPERTY_KEY_SUFFIX.length();
				}
			}
		}
		return sb.toString();
	}",0. removes property key prefix and suffix from property name,determine the canonical name for the given property path
"	protected final BeanFactory getBeanFactory() {
		return this.beanFactory;
	}",1 bean factory,return the bean factory to use for retrieving transaction manager beans
"	public void setExpires(@Nullable ZonedDateTime expires) {
		this.expires = expires;
	}",0 expires is the expiration date of the token,set the expires attribute for this cookie
"	public Stream<TypeHint> typeHints() {
		return this.types.values().stream().map(TypeHint.Builder::build);
	}",1 type hint is generated for each type,return the types that require reflection
"	protected boolean shouldFireEvents() {
		return true;
	}",0 tests the current state of the component and returns true if it should fire events,determine whether this parser is supposed to fire a org
"	public void onCompletion(Runnable callback) {
		this.completionCallback = callback;
	}",NO_OUTPUT,register code to invoke when the async request completes
"	default MessageCodesResolver getMessageCodesResolver() {
		return null;
	}", use this method to retrieve the message codes resolver,provide a custom message codes resolver to use for data binding in annotated controller method arguments instead of the one created by default in org
"	protected String getDefaultThreadNamePrefix() {
		return ClassUtils.getShortName(getClass()) + ""-"";
	}", return the default prefix to use for the thread name,build the default thread name prefix for this factory
"	protected Principal getUser() {
		return null;
	}",0 tests for the principal that is returned by the getUser method,return the user to make available through web socket session get principal
"	public static boolean isAfterAdvice(Advisor anAdvisor) {
		AspectJPrecedenceInformation precedenceInfo = getAspectJPrecedenceInformationFor(anAdvisor);
		if (precedenceInfo != null) {
			return precedenceInfo.isAfterAdvice();
		}
		return (anAdvisor.getAdvice() instanceof AfterAdvice);
	}",1 invokes the getAspectJPrecedenceInformationFor method on this class to retrieve the precedence information for the given advisor,return true if the advisor is a form of after advice
