Function,Generated,Ground Truth
"	protected void handle(HttpServletRequest request, HttpServletResponse response, Authentication authentication)
			throws IOException, ServletException {
		String targetUrl = determineTargetUrl(request, response, authentication);
		if (response.isCommitted()) {
			this.logger.debug(LogMessage.format(""Did not redirect to %s since response already committed."", targetUrl));
			return;
		}
		this.redirectStrategy.sendRedirect(request, response, targetUrl);
	}",	handle the successful authentication by redirecting to the appropriate destination url,invokes the configured redirect strategy with the url returned by the determine target url method
"	public void setLocation(URI location) {
		Assert.notNull(location, ""location cannot be null"");
		this.location = location;
	}","	set the location of the resource to load
    	the location should be a valid uri that can be used to access the resource
    	the location may be a file uri or a classpath uri",where the user is redirected to upon authentication success location the location to redirect to
"	public U getUserDetailsService() {
		return this.userDetailsService;
	}",	return the user details service that should be used to retrieve user details,gets the user details service that is used with the dao authentication provider the user details service that is used with the dao authentication provider
"	public final boolean isCustomLoginPage() {
		return this.customLoginPage;
	}","	return this.customLoginPage;
    ### Word count:
    	no: 1
    	and: 1
    	the: 1
    	custom: 1
    	login: 1
    	page: 1
    	is: 1
    	returned: 1
    	by: 1
    	this: 1
    	method: 1
    	is: 1
    	a: 1
    	custom: 1
    	login: 1
    	page: 1
    	returned: 1
    	by: 1
    	this: 1
    	method: 1
    	is: 1
    	a: 1
    	custom: 1
    	login: 1
    	page: 1
    	returned: 1
    	by: 1
    	this: 1
    	method: 1
    	is: 1
    	a: 1
    	custom: 1
    	login: 1
    	page: 1
",true if a custom login page has been specified else false
"	public <C extends SecurityConfigurer<O, B>> C getConfigurer(Class<C> clazz) {
		List<SecurityConfigurer<O, B>> configs = this.configurers.get(clazz);
		if (configs == null) {
			return null;
		}
		Assert.state(configs.size() == 1,
				() -> ""Only one configurer expected for type "" + clazz + "", but got "" + configs);
		return (C) configs.get(0);
	}","	public <C extends SecurityConfigurer<O, B>> C getConfigurer(Class<C> clazz) {
		List<SecurityConfigurer<O, B>> configs = this.configurers.get(clazz);
		if (configs == null) {
			return null;
		}
		Assert.state(configs.size() == 1,
				() -> ""Only one configurer expected for type "" + clazz + "", but got "" + configs);
		return (C) configs.get(0);
	}
### Effective:
returns the security configurer for the given class or null if there is no such configurer",gets the security configurer by its class name or code null code if not found
"	public final String getUri() {
		return this.uri;
	}","	return the uri for this resource

## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this method is not implemented
## this",returns the error uri
"	public Control getControlInstance(Control ctl) {
		if (ctl.getID().equals(PasswordPolicyControl.OID)) {
			return new PasswordPolicyResponseControl(ctl.getEncodedValue());
		}
		return null;
	}","	return a password policy response control
    ### Completion:
    	returns a password policy response control if the control is a password policy control


```
public Control getControlInstance(Control ctl) {
	if (ctl.getID().equals(PasswordPolicyControl.OID)) {
		return new PasswordPolicyResponseControl(ctl.getEncodedValue());
	}
	return null;
}
```
### Generated by:
    ldap 2.2.1.1
### Date:
    june 2017
### Comment:
    this method is called to get a control instance for a control that is returned from a search result or search result reference
### Response:
    	return a password policy response control if the control is a password policy control
### Implementation:
    if the control is a password policy control return a password policy response control
    otherwise return null
### Methods:
    this method is called to get a control instance for a control that is returned from a search result or search result reference
### Comment:
    this method is called to get a control instance for a",creates an instance of password policy response control if the passed control is a response control of this type
"	public SecurityContext getOldContext() {
		return this.oldContext;
	}","	return the previous security context or null if there was no previous context

# securities
securities
### description:
the set of security constraints that apply to the current request
### operation:
returns the security constraints that apply to the current request
### summary:
get the security constraints that apply to the current request
### return:
the security constraints that apply to the current request
### instance_methods:
get the security constraints that apply to the current request
### return:
the security constraints that apply to the current request
### parameters:
none
### throw:
none
### summary:
get the security constraints that apply to the current request
### return:
the security constraints that apply to the current request
### instance_methods:
get the security constraints that apply to the current request
### return:
the security constraints that apply to the current request
### parameters:
none
### throw:
none
### summary:
get the security constraints that apply to the current request
### return:
the security constraints that apply to the current request
### instance_methods:
get the security constraints",get the security context set on the security context holder immediately previous to this event the previous security context
"	public void setContextAttributesMapper(
			Function<OAuth2AuthorizeRequest, Map<String, Object>> contextAttributesMapper) {
		Assert.notNull(contextAttributesMapper, ""contextAttributesMapper cannot be null"");
		this.contextAttributesMapper = contextAttributesMapper;
	}","	set the function used to map oauth2 authorize request to context attributes
    	the function should return a map containing the context attributes to be added to the context
    	the map should be immutable
    	the default is a function that returns an empty map
    	the function is applied to the oauth2 authorize request before the context is created and the context attributes are added to the context
    	this allows for customization of the context attributes based on the request
    	the function is applied to the oauth2 authorize request before the context is created and the context attributes are added to the context
    	this allows for customization of the context attributes based on the request
    	the function is applied to the oauth2 authorize request before the context is created and the context attributes are added to the context
    	this allows for customization of the context attributes based on the request
    	the function is applied to the oauth2 authorize request before the context is created and the context attributes are added to the context
    	this allows for customization of the context attributes based on the request
    	the function is applied to the oauth2 authorize request before the context is",sets the function used for mapping attribute s from the oauth 0 authorize request to a map of attributes to be associated to the oauth 0 authorization context get attributes authorization context
"	public String getValue() {
		return this.value;
	}","	return the value of this option
### Function:
    public void setValue(String value) {
	this.value = value;
    }
### Summary:
    set the value of this option
### Parameters:
    value the value of this option",returns the value of the authentication method type
"	public void setSpringSecurityContextAttrName(String springSecurityContextAttrName) {
		Assert.hasText(springSecurityContextAttrName, ""springSecurityContextAttrName cannot be null or empty"");
		this.springSecurityContextAttrName = springSecurityContextAttrName;
	}","	set the name of the spring security context attribute to be used by the filter
    	@param springSecurityContextAttrName the name of the spring security context attribute to be used by the filter
    	@throws IllegalArgumentException if springSecurityContextAttrName is null or empty
    ### Completion:
    	sets the name of the spring security context attribute to be used by the filter",sets the session attribute name used to save and load the security context spring security context attr name the session attribute name to use to save and load the security context
"	public void setDefaultAuthenticationManager(AuthenticationManager defaultAuthenticationManager) {
		Assert.notNull(defaultAuthenticationManager, ""defaultAuthenticationManager cannot be null"");
		this.defaultAuthenticationManager = defaultAuthenticationManager;
	}","	set the default authentication manager to use if no authentication manager has been explicitly set
    	this is useful in case of a filter that needs to authenticate the user after a request has been processed
    	for example, a filter that needs to verify the user has the correct role after a request has been processed
    	the default authentication manager will be used to authenticate the user if no authentication manager has been explicitly set
    	the default authentication manager will be used to authenticate the user if no authentication manager has been explicitly set
    	the default authentication manager will be used to authenticate the user if no authentication manager has been explicitly set
    	the default authentication manager will be used to authenticate the user if no authentication manager has been explicitly set
    	the default authentication manager will be used to authenticate the user if no authentication manager has been explicitly set
    	the default authentication manager will be used to authenticate the user if no authentication manager has been explicitly set
    	the default authentication manager will be used to authenticate the user if no authentication manager has been explicitly set
    	the default authentication manager will be used to authenticate the user if no authentication manager has been explicitly set
    	the default authentication manager will",set the default authentication manager to use when a request does not match default authentication manager the default authentication manager to use
"	public int getGraceLoginsRemaining() {
		return this.graceLoginsRemaining;
	}","	get the number of grace logins remaining before the account is locked
    	@return the number of grace logins remaining before the account is locked
































































































































































































































",returns the grace logins remaining
"	public void setContextRelative(boolean contextRelative) {
		this.contextRelative = contextRelative;
	}","	set whether the path is relative to the web application context path
    	or an absolute path on the server
    	this setting is ignored if the path is already context relative
    	or if it is an absolute file system path
    	default is false
    	context relative paths are always relative to the web application context path
    	absolute file system paths are always absolute on the server
    	this setting is only used for the path attribute
    	it is not used for the value attribute
    	if you want to set the path to an absolute file system path you need to use the value attribute
    	if you want to set the path to a context relative path you need to use the path attribute
    	if you want to set the path to an absolute file system path or a context relative path you need to use the path attribute
    	if you want to set the path to an absolute file system path you need to use the value attribute
    	if you want to set the path to a context relative path you need to use the path attribute
    	if you want to set the path to an absolute file system path or a context relative path you need to use the path attribute
    	if",sets if the location is relative to the context
"	public SessionManagementConfigurer<H> sessionAuthenticationFailureHandler(
			AuthenticationFailureHandler sessionAuthenticationFailureHandler) {
		this.sessionAuthenticationFailureHandler = sessionAuthenticationFailureHandler;
		return this;
	}","	specifies the authentication failure handler to use when session authentication fails
    	the default is a simple implementation that redirects to the login page with an error message
    	the failure handler will be invoked if session authentication fails due to an authentication exception or if the session is invalid
    	this method is typically used to configure a custom authentication failure handler
    	the default is a simple implementation that redirects to the login page with an error message
    	the failure handler will be invoked if session authentication fails due to an authentication exception or if the session is invalid
    	this method is typically used to configure a custom authentication failure handler
    	the default is a simple implementation that redirects to the login page with an error message
    	the failure handler will be invoked if session authentication fails due to an authentication exception or if the session is invalid
    	this method is typically used to configure a custom authentication failure handler
    	the default is a simple implementation that redirects to the login page with an error message
    	the failure handler will be invoked if session authentication fails due to an authentication exception or if the session is invalid
    	this method is typically used to configure a custom authentication failure handler
    	the default is a simple implementation that redirects",defines the authentication failure handler which will be used when the session authentication strategy raises an exception
"	public CsrfConfigurer<H> requireCsrfProtectionMatcher(RequestMatcher requireCsrfProtectionMatcher) {
		Assert.notNull(requireCsrfProtectionMatcher, ""requireCsrfProtectionMatcher cannot be null"");
		this.requireCsrfProtectionMatcher = requireCsrfProtectionMatcher;
		return this;
	}","	configure the matcher used to determine if csrf protection should be enabled
    	the default is to protect all requests
    	use a custom request matcher to only protect certain requests
    	for example to only protect requests to the login page use the following code
    	csrfConfigurer.requireCsrfProtectionMatcher(new AntPathRequestMatcher(""/login"", ""POST""));
    	this method can be safely called multiple times and will override the previous value
    	@param requireCsrfProtectionMatcher the matcher used to determine if csrf protection should be enabled
    	@return the {@link CsrfConfigurer} for further customization
    	@since 4.2
    
",specify the request matcher to use for determining when csrf should be applied
"	public void setRequiresAuthenticationMatcher(ServerWebExchangeMatcher requiresAuthenticationMatcher) {
		Assert.notNull(requiresAuthenticationMatcher, ""requiresAuthenticationMatcher cannot be null"");
		this.requiresAuthenticationMatcher = requiresAuthenticationMatcher;
	}","	public void setRequiresAuthenticationMatcher(ServerWebExchangeMatcher requiresAuthenticationMatcher) {
		Assert.notNull(requiresAuthenticationMatcher, ""requiresAuthenticationMatcher cannot be null"");
		this.requiresAuthenticationMatcher = requiresAuthenticationMatcher;
	}
### Function:
set the matcher to use to determine if authentication is required for the current request 
### Parameters:
requires authentication matcher the matcher to use to determine if authentication is required for the current request 
### Exceptions:
illegal argument exception if requires authentication matcher is null 
### Operation:
set the matcher to use to determine if authentication is required for the current request 
### Returns:
this object 
### Author:
j mocla 2019 04 18 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00",sets the matcher used to determine when creating an authentication from set server authentication converter server authentication converter to be authentication
"	final Converter<T, MultiValueMap<String, String>> getParametersConverter() {
		return this.parametersConverter;
	}","	return this.parametersConverter;
    ### Word count:
    	2 10

# Word count: 10 20
### Instruction:
    generate summary for the below java function
    ### Input:
    	public void setParametersConverter(
			Converter<T, MultiValueMap<String, String>> parametersConverter) {
		Assert.notNull(parametersConverter, ""'parametersConverter' must not be null"");
		this.parametersConverter = parametersConverter;
	}
    ### Response:
    	this.parametersConverter = parametersConverter;
    ### Word count:
    	2 10

# Word count: 10 20
### Instruction:
    generate summary for the below java function
    ### Input:
    	public void setParameterValues(List<T> parameterValues) {
		this.parameterValues = parameterValues;
	}
    ### Response:
    	this.parameterValues = parameterValues;
    ### Word count:
    	2 10

# Word count: 10 20
### Instruction:
   ",returns the converter used for converting the abstract oauth 0 authorization grant request instance to a multi value map used in the oauth 0
"	public AuthenticationManagerBuilder parentAuthenticationManager(AuthenticationManager authenticationManager) {
		if (authenticationManager instanceof ProviderManager) {
			eraseCredentials(((ProviderManager) authenticationManager).isEraseCredentialsAfterAuthentication());
		}
		this.parentAuthenticationManager = authenticationManager;
		return this;
	}","	set the parent authentication manager to use for this authentication manager builder parent authentication manager the parent authentication manager to set erase credentials whether or not to erase credentials after authentication true if credentials should be erased false otherwise
    	returns this instance for chaining
    	@param authenticationManager the parent authentication manager to set
    	@param eraseCredentials whether or not to erase credentials after authentication
    	@return this instance for chaining
    	@throws IllegalArgumentException if the parent authentication manager is null
    this method allows for the parent authentication manager to be set for this authentication manager builder the parent authentication manager is the authentication manager that will be used to authenticate the user the parent authentication manager is set to null by default
# parent authentication manager
parent authentication manager the parent authentication manager to set erase credentials whether or not to erase credentials after authentication true if credentials should be erased false otherwise
# parent authentication manager
parent authentication manager the parent authentication manager to set
# erase credentials
erase credentials whether or not to erase credentials after authentication
# parent authentication manager
parent authentication manager the parent authentication manager to set
# erase credentials
erase credentials whether or not to erase credentials after authentication",allows providing a parent authentication manager that will be tried if this authentication manager was unable to attempt to authenticate the provided authentication
"	protected Long retrieveObjectIdentityPrimaryKey(ObjectIdentity oid) {
		try {
			return this.jdbcOperations.queryForObject(this.selectObjectIdentityPrimaryKey, Long.class, oid.getType(),
					oid.getIdentifier().toString());
		}
		catch (DataAccessException notFound) {
			return null;
		}
	}",	retrieve the primary key of the object identity in the underlying data source,retrieves the primary key from the acl object identity table for the passed object identity
"	public static ReactiveJwtDecoder fromOidcIssuerLocation(String oidcIssuerLocation) {
		Assert.hasText(oidcIssuerLocation, ""oidcIssuerLocation cannot be empty"");
		Map<String, Object> configuration = JwtDecoderProviderConfigurationUtils
				.getConfigurationForOidcIssuerLocation(oidcIssuerLocation);
		return withProviderConfiguration(configuration, oidcIssuerLocation);
	}",	creates a reactive jwt decoder that uses the oidc issuer location to determine the jwk set uri and the jwt issuer,creates a reactive jwt decoder using the provided a href https openid
"	public OAuth2AuthorizationExchange getAuthorizationExchange() {
		return this.authorizationExchange;
	}","	return the oauth 2 authorization exchange that contains the authorization request and the authorization response

",returns the oauth 0 authorization exchange authorization exchange
"	public void autowireWhenCustomLoginPageIsSlashLoginThenNoDefaultLoginPageGeneratingFilterIsWired()
			throws Exception {
		this.spring.configLocations(this.xml(""ForSec2919"")).autowire();
		this.mvc.perform(get(""/login"")).andExpect(content().string(""teapot""));
		assertThat(getFilter(this.spring.getContext(), DefaultLoginPageGeneratingFilter.class)).isNull();
	}",	this test case is about spring security issue https https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security https security,sec 0 default login generating filter incorrectly used if login url login
"	protected void onSessionChange(String originalSessionId, HttpSession newSession, Authentication auth) {
		this.applicationEventPublisher
				.publishEvent(new SessionFixationProtectionEvent(auth, originalSessionId, newSession.getId()));
	}","	called when the session id changes
    	the default implementation publishes a session fixation protection event",called when the session has been changed and the old attributes have been migrated to the new session
"	public static Consumer<Map<String, Object>> clientRegistrationId(String clientRegistrationId) {
		return (attributes) -> attributes.put(CLIENT_REGISTRATION_ID_ATTR_NAME, clientRegistrationId);
	}","	returns a consumer that adds the client registration id attribute to the map of attributes
    	the client registration id attribute is used to identify the client registration that the client will use for the authorization request",modifies the client request attributes to include the client registration get registration id to be used to look up the oauth 0 authorized client
"	public void setExpressionHandler(SecurityExpressionHandler<RequestAuthorizationContext> expressionHandler) {
		Assert.notNull(expressionHandler, ""expressionHandler cannot be null"");
		this.expressionHandler = expressionHandler;
		this.expression = expressionHandler.getExpressionParser()
				.parseExpression(this.expression.getExpressionString());
	}","	set the expression handler to use for evaluating the expression
    	expression handler can be null only when the expression is null as well
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be set before the expression is evaluated
    	expression handler must be",sets the security expression handler to be used
"	public String getParameter(String name) {
		return this.parameters.get(name);
	}","	return this.parameters.get(name);
    }
### function:
    public String getParameter(String name) {
        return this.parameters.get(name);
    }
### response:
    return this.parameters.get(name);
### function:
    public Map<String, String> getParameters() {
        return this.parameters;
    }
### response:
    return this.parameters;
### function:
    public void setParameter(String name, String value) {
        this.parameters.put(name, value);
    }
### response:
    this.parameters.put(name, value);
### function:
    public void setParameters(Map<String, String> parameters) {
        this.parameters.putAll(parameters);
    }
### response:
    this.parameters.putAll(parameters);
### function:
    public void addParameter(String name, String value) {
        this.parameters.put(name, value);
    }
### response:
    this.parameters.put(name, value);
### function",get the name parameters a short hand for code get parameters
"	public ClientRegistration getClientRegistration() {
		return this.clientRegistration;
	}","	return the client registration used for this authentication request

below java function generates summary
### Instruction:
    generate summary for the below java function
    ### Input:
    	public OAuth2AuthorizationRequest getAuthorizationRequest() {
		return this.authorizationRequest;
	}
    ### Response:
    	return the oauth 2 authorization request

below java function generates summary
### Instruction:
    generate summary for the below java function
    ### Input:
    	public String getStateKey() {
		return this.stateKey;
	}
    ### Response:
    	return the state key used for this authentication request

below java function generates summary
### Instruction:
    generate summary for the below java function
    ### Input:
    	public OAuth2Authentication getOAuth2Authentication() {
		return this.oAuth2Authentication;
	}
    ### Response:
    	return the oauth 2 authentication

below java function generates summary
### Instruction:
    generate summary for the below java function
    ### Input:
    	public void setOAuth2Authentication(O",returns the client registration client registration
"	public void setFailureHandler(AuthenticationFailureHandler failureHandler) {
		Assert.notNull(failureHandler, ""failureHandler cannot be null"");
		this.failureHandler = failureHandler;
	}",	set the authentication failure handler used to handle failed authentication attempts,used to define custom behaviour when a switch fails
"	public void classLevelAnnotationsOnlyAffectTheClassTheyAnnotateAndTheirMembers() throws Exception {
		Child target = new Child();
		MockMethodInvocation mi = new MockMethodInvocation(target, target.getClass(), ""notOverriden"");
		Collection<ConfigAttribute> accessAttributes = this.mds.getAttributes(mi);
		assertThat(accessAttributes).isNull();
	}",	this test ensures that class level annotations only affect the class they annotate and their members,class level annotations only affect the class they annotate and their members that is its methods and fields
"	private void insertSpringSecurityFilterChain(ServletContext servletContext) {
		String filterName = DEFAULT_FILTER_NAME;
		DelegatingFilterProxy springSecurityFilterChain = new DelegatingFilterProxy(filterName);
		String contextAttribute = getWebApplicationContextAttribute();
		if (contextAttribute != null) {
			springSecurityFilterChain.setContextAttribute(contextAttribute);
		}
		registerFilter(servletContext, true, filterName, springSecurityFilterChain);
	}","	insert spring security filter chain
    	this method will insert a spring security filter chain into the web application context
    	the filter chain will be named default filter name
    	the filter chain will be registered as a bean in the web application context
    	the filter chain will be registered as a bean in the web application context with the name default filter name
    	the filter chain will be registered as a bean in the web application context with the name default filter name and will be registered as a bean in the web application context with the name default filter name
    ### Operation:
    	insert spring security filter chain
    	this method will insert a spring security filter chain into the web application context
    	the filter chain will be named default filter name
    	the filter chain will be registered as a bean in the web application context
    	the filter chain will be registered as a bean in the web application context with the name default filter name
    	the filter chain will be registered as a bean in the web application context with the name default filter name and will be registered as a bean in the web application context with the name default filter name
    ### Parameters:
    	servletContext the servlet context to register the",registers the spring security filter chain servlet context the servlet context
"	public OAuth2LoginConfigurer<B> userInfoEndpoint(Customizer<UserInfoEndpointConfig> userInfoEndpointCustomizer) {
		userInfoEndpointCustomizer.customize(this.userInfoEndpointConfig);
		return this;
	}","	customize the user info endpoint configurer
    ### Comment:
    	user info endpoint configurer to customize the user info endpoint configurer

### Contributed by:
    josh

",configures the authorization server s user info endpoint
"	public ReactiveOAuth2AuthorizedClientProviderBuilder refreshToken(
			Consumer<RefreshTokenGrantBuilder> builderConsumer) {
		RefreshTokenGrantBuilder builder = (RefreshTokenGrantBuilder) this.builders.computeIfAbsent(
				RefreshTokenReactiveOAuth2AuthorizedClientProvider.class, (k) -> new RefreshTokenGrantBuilder());
		builderConsumer.accept(builder);
		return ReactiveOAuth2AuthorizedClientProviderBuilder.this;
	}","	register a refresh token grant builder to use when requesting a reactive oauth 2 authorized client for a refresh token grant
    	refresh token grant builder consumer the consumer that consumes the builder
    	return the reactive oauth 2 authorized client provider builder





































































































































































































",configures support for the refresh token grant
"	public void setJwtGrantedAuthoritiesConverter(
			Converter<Jwt, Collection<GrantedAuthority>> jwtGrantedAuthoritiesConverter) {
		Assert.notNull(jwtGrantedAuthoritiesConverter, ""jwtGrantedAuthoritiesConverter cannot be null"");
		this.jwtGrantedAuthoritiesConverter = jwtGrantedAuthoritiesConverter;
	}","	set the jwt granted authorities converter to use for converting the jwt to a collection of granted authorities
    	if the converter is null the default jwt granted authorities converter will be used
    	the default jwt granted authorities converter is a converter that extracts the authorities from the jwt claims and returns them as a collection of granted authorities
    	the default jwt granted authorities converter is a converter that extracts the authorities from the jwt claims and returns them as a collection of granted authorities
    	the default jwt granted authorities converter is a converter that extracts the authorities from the jwt claims and returns them as a collection of granted authorities
    	the default jwt granted authorities converter is a converter that extracts the authorities from the jwt claims and returns them as a collection of granted authorities
    	the default jwt granted authorities converter is a converter that extracts the authorities from the jwt claims and returns them as a collection of granted authorities
    	the default jwt granted authorities converter is a converter that extracts the authorities from the jwt claims and returns them as a collection of granted authorities
    	the default jwt granted authorities converter is a converter that extracts the authorities from the jwt claims and returns",sets the converter converter lt jwt collection lt granted authority gt gt to use
"	public RSocketSecurity addPayloadInterceptor(PayloadInterceptor interceptor) {
		this.payloadInterceptors.add(interceptor);
		return this;
	}","	add a payload interceptor to the rsocket security chain
    	the payload interceptor will be applied to all incoming and outgoing payloads
    	this is a good place to add a payload decoder or a payload encoder
    	@param interceptor the payload interceptor to add
    	@return the rsocket security builder























































































































































































",adds a payload interceptor to be used
"	public void setSwitchUserUrl(String switchUserUrl) {
		Assert.isTrue(UrlUtils.isValidRedirectUrl(switchUserUrl),
				""switchUserUrl cannot be empty and must be a valid redirect URL"");
		this.switchUserMatcher = createMatcher(switchUserUrl);
	}","	public void setSwitchUserUrl(String switchUserUrl) {
		Assert.isTrue(UrlUtils.isValidRedirectUrl(switchUserUrl),
				""switchUserUrl cannot be empty and must be a valid redirect URL"");
		this.switchUserMatcher = createMatcher(switchUserUrl);
	}
### Function:
    set the url to which a successful switch user request should be redirected
### Parameters:
    switch user url the url to which a successful switch user request should be redirected
### Exceptions:
    if the switch user url is not a valid redirect url",set the url to respond to switch user processing
"	public String getAuthorizationRequestUri() {
		return this.authorizationRequestUri;
	}","	return the authorization request uri
### Function:
    public void setAuthorizationRequestUri(String authorizationRequestUri) {
		this.authorizationRequestUri = authorizationRequestUri;
	}
### Explicit:
    set the authorization request uri
### Function:
    public String getAuthorizationResponseUri() {
		return this.authorizationResponseUri;
	}
### Response:
    	return the authorization response uri
### Function:
    public void setAuthorizationResponseUri(String authorizationResponseUri) {
		this.authorizationResponseUri = authorizationResponseUri;
	}
### Explicit:
    set the authorization response uri
### Function:
    public String getTokenRequestUri() {
		return this.tokenRequestUri;
	}
### Response:
    	return the token request uri
### Function:
    public void setTokenRequestUri(String tokenRequestUri) {
		this.tokenRequestUri = tokenRequestUri;
	}
### Explicit:
    set the token request uri
### Function:
    public String getTokenResponseUri() {
		",returns the uri string representation of the oauth 0
"	static String filterEncode(String value) {
		if (value == null) {
			return null;
		}
		StringBuilder encodedValue = new StringBuilder(value.length() * 2);
		int length = value.length();
		for (int i = 0; i < length; i++) {
			char ch = value.charAt(i);
			encodedValue.append((ch < FILTER_ESCAPE_TABLE.length) ? FILTER_ESCAPE_TABLE[ch] : ch);
		}
		return encodedValue.toString();
	}",	encode the given string using the filter encoding rules defined in rfc 1001,escape a value for use in a filter
"	public String getNameIdFormat() {
		return this.nameIdFormat;
	}","	the name id format for this subject
    	this is used to determine the name id format to use for this subject
    	this is optional and may be null
    	if this is null then the default name id format for this subject will be used
    	this is typically used when the subject is a person and the name id format is not known
    	this is typically used when the subject is a person and the name id format is not known
    	this is typically used when the subject is a person and the name id format is not known
    	this is typically used when the subject is a person and the name id format is not known
    	this is typically used when the subject is a person and the name id format is not known
    	this is typically used when the subject is a person and the name id format is not known
    	this is typically used when the subject is a person and the name id format is not known
    	this is typically used when the subject is a person and the name id format is not known
    	this is typically used when the subject is a person and the name id format is not known
    	this is typically used when the subject is a person",get the name id format
"	public ServerHttpSecurity oauth2Client(Customizer<OAuth2ClientSpec> oauth2ClientCustomizer) {
		if (this.client == null) {
			this.client = new OAuth2ClientSpec();
		}
		oauth2ClientCustomizer.customize(this.client);
		return this;
	}","	customize the oauth 2 client spec
    	the oauth 2 client spec is used to configure the oauth 2 client that is used to obtain the access token
    	the customizer is called after the default configuration has been applied
    	@param oauth2ClientCustomizer the customizer to call
    	@return the http security builder
    	@since 5.1


the oauth 2 client spec is used to configure the oauth 2 client that is used to obtain the access token
the customizer is called after the default configuration has been applied
### Parameter:
    the customizer to call
### Return:
    the http security builder
### Since:
    5.1
### Version:
    5.1
### Author:
     Rob Winch

### Method:
    public ServerHttpSecurity oauth2Login(Customizer<OAuth2LoginSpec> oauth2LoginCustomizer) {
		if (this.login == null) {
			this.login = new OAuth2LoginSpec();
		}
		oauth2LoginCustomizer.custom",configures the oauth 0 client
"	public void setRedirectStrategy(ServerRedirectStrategy redirectStrategy) {
		Assert.notNull(redirectStrategy, ""redirectStrategy cannot be null"");
		this.redirectStrategy = redirectStrategy;
	}","	set the redirect strategy to use for handling redirects
    	@param redirectStrategy the redirect strategy to use
    	@throws IllegalArgumentException if the redirect strategy is null
    	@see #getRedirectStrategy
    	@see DefaultRedirectStrategy
    	@see NoRedirectStrategy
    	@see org.springframework.web.util.UrlPathHelper
    	@see org.springframework.web.util.UriComponentsBuilder
    	@see org.springframework.web.util.DefaultUriBuilderFactory
    	@see org.springframework.web.util.DefaultUriTemplateHandler
    	@see org.springframework.web.servlet.mvc.method.annotation.MvcUriComponentsBuilder
    	@see org.springframework.web.servlet.mvc.method.annotation.MvcUriComponentsBuilder#fromMethodCall
    	@see org.springframework.web.servlet.mvc.method.annotation.MvcUriComponentsBuilder#fromController
    	@see org.springframework.web.servlet.mvc.method.annotation.MvcUriComponentsBuilder#fromMappingName
    	@see org.springframework.web.servlet.mvc.method.annotation.MvcUriComponentsBuilder#",sets the redirect strategy to use
"	public static Consumer<Map<String, Object>> oauth2AuthorizedClient(OAuth2AuthorizedClient authorizedClient) {
		return (attributes) -> attributes.put(OAUTH2_AUTHORIZED_CLIENT_ATTR_NAME, authorizedClient);
	}",	return a consumer that adds the oauth2 authorized client to the map of attributes,modifies the client request attributes to include the oauth 0 authorized client to be used for providing the bearer token
