Function,Generated,Ground Truth
"	public HandlerMapping resourceHandlerMapping(ResourceUrlProvider resourceUrlProvider) {
		ResourceLoader resourceLoader = this.applicationContext;
		if (resourceLoader == null) {
			resourceLoader = new DefaultResourceLoader();
		}
		ResourceHandlerRegistry registry = new ResourceHandlerRegistry(resourceLoader);
		registry.setResourceUrlProvider(resourceUrlProvider);
		addResourceHandlers(registry);

		AbstractHandlerMapping handlerMapping = registry.getHandlerMapping();
		if (handlerMapping != null) {
			configureAbstractHandlerMapping(handlerMapping, getPathMatchConfigurer());
		}
		else {
			handlerMapping = new EmptyHandlerMapping();
		}
		return handlerMapping;
	}",	configures the resource handler mapping for the application,return a handler mapping ordered at integer
"	public void getMessageWithNoDefaultPassedInAndFoundInMsgCatalog() {
		Object[] arguments = {
			7, new Date(System.currentTimeMillis()),
			""a disturbance in the Force""
		};

		
		assertThat(sac.getMessage(""message.format.example1"", arguments, Locale.US).
						contains(""there was \""a disturbance in the Force\"" on planet 7."")).as(""msg from staticMsgSource for Locale.US substituting args for placeholders is as expected"").isTrue();

		
		assertThat(sac.getMessage(""message.format.example1"", arguments, Locale.UK).
						contains(""there was \""a disturbance in the Force\"" on station number 7."")).as(""msg from staticMsgSource for Locale.UK substituting args for placeholders is as expected"").isTrue();

		
		assertThat(sac.getMessage(""message.format.example2"", null, Locale.US)
				.equals(""This is a test message in the message catalog with no args."")).as(""msg from staticMsgSource for Locale.US that requires no args is as expected"").isTrue();
	}",	this method tests that a message with no default passed in can be found in the message catalog and that the arguments passed in are substituted correctly for placeholders in the message,example taken from the javadocs for the java
"	public void setTableName(@Nullable String tableName) {
		checkIfConfigurationModificationIsAllowed();
		this.tableMetaDataContext.setTableName(tableName);
	}",	sets the name of the table that is used to store the data of the data source,set the name of the table for this insert
"	public static DefaultResponseCreator withBadRequest() {
		return new DefaultResponseCreator(HttpStatus.BAD_REQUEST);
	}",	creates a new default response creator with a bad request status,response creator for a 0 response bad request
"	default Message<?> preSend(Message<?> message, MessageChannel channel) {
		return message;
	}",	called before the message is sent to the channel,invoked before the message is actually sent to the channel
"	public static boolean isNestedOrIndexedProperty(@Nullable String propertyPath) {
		if (propertyPath == null) {
			return false;
		}
		for (int i = 0; i < propertyPath.length(); i++) {
			char ch = propertyPath.charAt(i);
			if (ch == PropertyAccessor.NESTED_PROPERTY_SEPARATOR_CHAR ||
					ch == PropertyAccessor.PROPERTY_KEY_PREFIX_CHAR) {
				return true;
			}
		}
		return false;
	}",	determines whether the given property path is a nested or indexed property path,check whether the given property path indicates an indexed or nested property
"	protected void springTestContextBeforeTestClass() throws Exception {
		this.testContextManager.beforeTestClass();
	}",	prepares the Spring test context for the current test class,delegates to the configured test context manager to call test context manager before test class before test class callbacks
"	public final void setRollbackOnCommitFailure(boolean rollbackOnCommitFailure) {
		this.rollbackOnCommitFailure = rollbackOnCommitFailure;
	}",	set whether to roll back the transaction if a commit fails due to a constraint violation or other failure,set whether do rollback should be performed on failure of the do commit call
"	public static boolean isSameOrigin(ServerHttpRequest request) {
		String origin = request.getHeaders().getOrigin();
		if (origin == null) {
			return true;
		}

		URI uri = request.getURI();
		String actualScheme = uri.getScheme();
		String actualHost = uri.getHost();
		int actualPort = getPort(uri.getScheme(), uri.getPort());
		Assert.notNull(actualScheme, ""Actual request scheme must not be null"");
		Assert.notNull(actualHost, ""Actual request host must not be null"");
		Assert.isTrue(actualPort != -1, ""Actual request port must not be undefined"");

		UriComponents originUrl = UriComponentsBuilder.fromOriginHeader(origin).build();
		return (actualScheme.equals(originUrl.getScheme()) &&
				actualHost.equals(originUrl.getHost()) &&
				actualPort == getPort(originUrl.getScheme(), originUrl.getPort()));
	}",	checks whether the request originates from the same origin as the request,check if the request is a same origin one based on origin and host headers
"	public void setFileEncoding(String encoding) {
		this.fileEncoding = encoding;
	}", sets the character encoding to be used for reading and writing files,set the encoding to use for parsing properties files
"	public List<Advisor> findAdvisorBeans() {
		
		String[] advisorNames = this.cachedAdvisorBeanNames;
		if (advisorNames == null) {
			
			
			advisorNames = BeanFactoryUtils.beanNamesForTypeIncludingAncestors(
					this.beanFactory, Advisor.class, true, false);
			this.cachedAdvisorBeanNames = advisorNames;
		}
		if (advisorNames.length == 0) {
			return new ArrayList<>();
		}

		List<Advisor> advisors = new ArrayList<>();
		for (String name : advisorNames) {
			if (isEligibleBean(name)) {
				if (this.beanFactory.isCurrentlyInCreation(name)) {
					if (logger.isTraceEnabled()) {
						logger.trace(""Skipping currently created advisor '"" + name + ""'"");
					}
				}
				else {
					try {
						advisors.add(this.beanFactory.getBean(name, Advisor.class));
					}
					catch (BeanCreationException ex) {
						Throwable rootCause = ex.getMostSpecificCause();
						if (rootCause instanceof BeanCurrentlyInCreationException) {
							BeanCreationException bce = (BeanCreationException) rootCause;
							String bceBeanName = bce.getBeanName();
							if (bceBeanName != null && this.beanFactory.isCurrentlyInCreation(bceBeanName)) {
								if (logger.isTraceEnabled()) {
									logger.trace(""Skipping advisor '"" + name +
											""' with dependency on currently created bean: "" + ex.getMessage());
								}
								
								
								continue;
							}
						}
						throw ex;
					}
				}
			}
		}
		return advisors;
	}",	find all beans of type Advisor and return them as a list,find all eligible advisor beans in the current bean factory ignoring factory beans and excluding beans that are currently in creation
"	protected Session openSession(SessionFactory sessionFactory) throws DataAccessResourceFailureException {
		try {
			Session session = sessionFactory.openSession();
			session.setHibernateFlushMode(FlushMode.MANUAL);
			return session;
		}
		catch (HibernateException ex) {
			throw new DataAccessResourceFailureException(""Could not open Hibernate Session"", ex);
		}
	}",	opens a new hibernate session,open a session for the session factory that this filter uses
"	private String unescape(String inString) {
		StringBuilder sb = new StringBuilder(inString.length());
		int pos = 0;  
		int index = inString.indexOf('\\');

		while (index >= 0) {
			sb.append(inString, pos, index);
			if (index + 1 >= inString.length()) {
				throw new StompConversionException(""Illegal escape sequence at index "" + index + "": "" + inString);
			}
			char c = inString.charAt(index + 1);
			if (c == 'r') {
				sb.append('\r');
			}
			else if (c == 'n') {
				sb.append('\n');
			}
			else if (c == 'c') {
				sb.append(':');
			}
			else if (c == '\\') {
				sb.append('\\');
			}
			else {
				
				throw new StompConversionException(""Illegal escape sequence at index "" + index + "": "" + inString);
			}
			pos = index + 2;
			index = inString.indexOf('\\', pos);
		}

		sb.append(inString.substring(pos));
		return sb.toString();
	}",	unescapes a string by replacing any escape sequences with the character they represent,see stomp spec 0
"	protected ConfigurableWebBindingInitializer getConfigurableWebBindingInitializer(
			FormattingConversionService webFluxConversionService, Validator webFluxValidator) {

		ConfigurableWebBindingInitializer initializer = new ConfigurableWebBindingInitializer();
		initializer.setConversionService(webFluxConversionService);
		initializer.setValidator(webFluxValidator);
		MessageCodesResolver messageCodesResolver = getMessageCodesResolver();
		if (messageCodesResolver != null) {
			initializer.setMessageCodesResolver(messageCodesResolver);
		}
		return initializer;
	}",	configures the web binding initializer with the given conversion service and validator,return the configurable web binding initializer to use for initializing all web data binder instances
"	public static MvcUriComponentsBuilder relativeTo(UriComponentsBuilder baseUrl) {
		return new MvcUriComponentsBuilder(baseUrl);
	}",	creates a new instance relative to the given base url,create an instance of this class with a base url
"public void visitTypeInsn(final int opcode, final String type) {
  if (mv != null) {
    mv.visitTypeInsn(opcode, type);
  }
}",0x1c is a type instruction that describes a type. 0x1c is a type instruction that describes a type.,visits a type instruction
"	public String getName() {
		return this.name;
	}",	returns the name of this command,return the name of this property source
"	protected Log getReturnValueHandlerLogger() {
		return null;
	}",	return null;,return a logger to set on handler method return value handler composite
"	public void setExcludedExceptions(Class<?>... excludedExceptions) {
		this.excludedExceptions = excludedExceptions;
	}",	sets the exceptions that are excluded from the handler,set one or more exceptions to be excluded from the exception mappings
"	public PathPatternParser mvcPatternParser() {
		return getPathMatchConfigurer().getPatternParserOrDefault();
	}",	returns the configured path pattern parser,return a global path pattern parser instance to use for parsing patterns to match to the org
"	public void setObjectMapper(ObjectMapper objectMapper) {
		Assert.notNull(objectMapper, ""ObjectMapper must not be null"");
		this.defaultObjectMapper = objectMapper;
	}",	sets the object mapper to use when serializing and deserializing message payloads,configure the default object mapper instance to use
"	public Object lookup(String name) throws NamingException {
		Object object = this.jndiObjects.get(name);
		if (object == null) {
			throw new NamingException(""Unexpected JNDI name '"" + name + ""': expecting "" + this.jndiObjects.keySet());
		}
		return object;
	}",	looks up the specified JNDI name in the internal JNDI context,if the name is the expected name specified in the constructor return the object provided in the constructor
"	private void checkContainsAll(Map expected, Map<String, Object> actual) {
		expected.forEach((k, v) -> assertThat(actual.get(k)).as(""Values for model key '"" + k
						+ ""' must match"").isEqualTo(expected.get(k)));
	}",	checks that all the entries in the expected map are present in the actual map and that the values are equal,check that all keys in expected have same values in actual
"	protected BeanWrapper createBeanWrapper() {
		if (this.target == null) {
			throw new IllegalStateException(""Cannot access properties on null bean instance '"" + getObjectName() + ""'"");
		}
		return PropertyAccessorFactory.forBeanPropertyAccess(this.target);
	}",	creates a BeanWrapper for the target object,create a new bean wrapper for the underlying target object
"	public void setCookieMaxAge(Duration maxAge) {
		this.cookieMaxAge = maxAge;
	}",	sets the maximum age of the cookie,set the value for the max age attribute of the cookie that holds the session id
"	public void setResourceLoader(ResourceLoader resourceLoader) {
		this.resourceLoader = resourceLoader;
	}",	set the resource loader to use for loading resources,set the spring resource loader to use for loading free marker template files
"	public void apply(BindTarget bindTarget) {
		Assert.notNull(bindTarget, ""BindTarget must not be null"");
		this.bindings.forEach((marker, binding) -> binding.apply(bindTarget));
	}",	binds all bindings to the given target,apply the bindings to a bind target
"	public int getStreamBytesLimit() {
		return this.streamBytesLimit;
	}",	returns the maximum number of bytes that can be read from this stream in total,return the minimum number of bytes that can be sent over a single http streaming request before it will be closed
"	public void releaseSavepoint(Object savepoint) throws TransactionException {
		getSavepointManager().releaseSavepoint(savepoint);
	}",	releases a savepoint,this implementation delegates to a savepoint manager for the underlying transaction if possible
"	public String getSessionId() {
		return (String) getHeader(SESSION_ID_HEADER);
	}",	returns the session id associated with this request,return the id of the current session
"	public void setArgumentSeparator(String argumentSeparator) {
		this.argumentSeparator = argumentSeparator;
	}",	set the character used to separate arguments in the command line,set the separator to use for splitting an arguments string
"	public List<String> getConnection() {
		return getValuesAsList(CONNECTION);
	}",	returns the list of connection strings,return the value of the connection header
"	public Integer getScale() {
		return this.scale;
	}",	get the scale of this number,return the scale of the parameter if any
"	public void setResultSetType(int resultSetType) {
		this.resultSetType = resultSetType;
	}",	set the result set type for this statement,set whether to use statements that return a specific type of result set
"	protected boolean isIncludePayload() {
		return this.includePayload;
	}","	return this.includePayload;
	}
    ### Description:
    returns true if the payload should be included in the message
    ###",return whether the request payload body should be included in the log message
"	private void applyJavaCompileConventions(Project project) {
		project.getTasks().withType(JavaCompile.class)
				.matching(compileTask -> compileTask.getName().equals(JavaPlugin.COMPILE_JAVA_TASK_NAME))
				.forEach(compileTask -> {
					compileTask.getOptions().setCompilerArgs(COMPILER_ARGS);
					compileTask.getOptions().setEncoding(""UTF-8"");
				});
		project.getTasks().withType(JavaCompile.class)
				.matching(compileTask -> compileTask.getName().equals(JavaPlugin.COMPILE_TEST_JAVA_TASK_NAME)
						|| compileTask.getName().equals(""compileTestFixturesJava""))
				.forEach(compileTask -> {
					compileTask.getOptions().setCompilerArgs(TEST_COMPILER_ARGS);
					compileTask.getOptions().setEncoding(""UTF-8"");
				});
	}",	apply java compile conventions to the given project,applies the common java compiler options for main sources test fixture sources and test sources
"	protected void onUnregister(ObjectName objectName) {
		notifyListenersOfUnregistration(objectName);
	}",	called when an mbean is unregistered from the mbean server,called when an mbean is unregistered
"	public boolean hasCustomEditorForElement(@Nullable Class<?> elementType, @Nullable String propertyPath) {
		if (propertyPath != null && this.customEditorsForPath != null) {
			for (Map.Entry<String, CustomEditorHolder> entry : this.customEditorsForPath.entrySet()) {
				if (PropertyAccessorUtils.matchesProperty(entry.getKey(), propertyPath) &&
						entry.getValue().getPropertyEditor(elementType) != null) {
					return true;
				}
			}
		}
		
		return (elementType != null && this.customEditors != null && this.customEditors.containsKey(elementType));
	}",	determine whether this registry contains a custom editor for the given element type and property path,determine whether this registry contains a custom editor for the specified array collection element
"	public final void setResultHandler(DeferredResultHandler resultHandler) {
		Assert.notNull(resultHandler, ""DeferredResultHandler is required"");
		
		if (this.expired) {
			return;
		}
		Object resultToHandle;
		synchronized (this) {
			
			if (this.expired) {
				return;
			}
			resultToHandle = this.result;
			if (resultToHandle == RESULT_NONE) {
				
				this.resultHandler = resultHandler;
				return;
			}
		}
		
		
		
		try {
			resultHandler.handleResult(resultToHandle);
		}
		catch (Throwable ex) {
			logger.debug(""Failed to process async result"", ex);
		}
	}",	sets the result handler for this deferred result,provide a handler to use to handle the result value
"	public String getMessage() {
		return this.bindingResult.toString();
	}",	returns a string representation of the object,returns diagnostic information about the errors held in this object
"	public Destination getReplyTo() {
		return (Destination) getHeader(JmsHeaders.REPLY_TO);
	}","	public void setReplyTo(Destination replyTo) {
		setHeader(JmsHeaders.REPLY_TO, replyTo);
	}
    ### Instruction:
    generate summary for the below java function
    ### Input:
    	public void setReplyTo(String replyTo) {
		setHeader(JmsHeaders.REPLY_TO, replyTo);
	}
    ### Response:
    	public void setReplyTo(Destination replyTo) {
		setHeader(JmsHeaders.REPLY_TO, replyTo);
	}
    ### Instruction:
    generate summary for the below java function
    ### Input:
    	public String getType() {
		return (String) getHeader(JmsHeaders.TYPE);
	}
    ### Response:
    	public void setType(String type) {
		setHeader(JmsHeaders.TYPE, type);
	}
    ### Instruction:
    generate summary for the below java function
    ### Input:
    	public void setType(Class<?> type) {
		set",return the jms headers reply to reply to
"	protected Class<?>[] getEarlySingletonInterfaces() {
		Class<?> type = getObjectType();
		return (type != null && type.isInterface() ? new Class<?>[] {type} : null);
	}",	return (type != null && type.isInterface() ? new Class<?>[] {type} : null);,return an array of interfaces that a singleton object exposed by this factory bean is supposed to implement for use with an early singleton proxy that will be exposed in case of a circular reference
"	public void setSystemPasscode(String systemPasscode) {
		this.systemPasscode = systemPasscode;
	}",	set the system passcode to use when authenticating to the system,set the passcode for the shared system connection used to send messages to the stomp broker from within the application i
"	public String getReceiptId() {
		return getFirst(RECEIPT_ID);
	}",	get the receipt id of the payment transaction,get the receipt header
"	public void setProperty(String name, Object value) {
		this.source.put(name, value);
	}",	set a property in the map,set the given property on the underlying properties object
"	public final void start() {
		synchronized (this.lifecycleMonitor) {
			if (!isRunning()) {
				startInternal();
			}
		}
	}",	starts the server if it is not already running,start the web socket connection
"	public SpringPersistenceUnitInfo[] readPersistenceUnitInfos(String[] persistenceXmlLocations) {
		ErrorHandler handler = new SimpleSaxErrorHandler(logger);
		List<SpringPersistenceUnitInfo> infos = new ArrayList<>(1);
		String resourceLocation = null;
		try {
			for (String location : persistenceXmlLocations) {
				Resource[] resources = this.resourcePatternResolver.getResources(location);
				for (Resource resource : resources) {
					resourceLocation = resource.toString();
					try (InputStream stream = resource.getInputStream()) {
						Document document = buildDocument(handler, stream);
						parseDocument(resource, document, infos);
					}
				}
			}
		}
		catch (IOException ex) {
			throw new IllegalArgumentException(""Cannot parse persistence unit from "" + resourceLocation, ex);
		}
		catch (SAXException ex) {
			throw new IllegalArgumentException(""Invalid XML in persistence unit from "" + resourceLocation, ex);
		}
		catch (ParserConfigurationException ex) {
			throw new IllegalArgumentException(""Internal error parsing persistence unit from "" + resourceLocation);
		}

		return infos.toArray(new SpringPersistenceUnitInfo[0]);
	}",	read persistence unit infos from the given persistence xml locations,parse and build all persistence unit infos defined in the given xml files
"	protected MediaType getMultipartMediaType(@Nullable MediaType mediaType, byte[] boundary) {
		Map<String, String> params = new HashMap<>();
		if (mediaType != null) {
			params.putAll(mediaType.getParameters());
		}
		params.put(""boundary"", new String(boundary, StandardCharsets.US_ASCII));
		Charset charset = getCharset();
		if (!charset.equals(StandardCharsets.UTF_8) &&
				!charset.equals(StandardCharsets.US_ASCII) ) {
			params.put(""charset"", charset.name());
		}

		mediaType = (mediaType != null ? mediaType : MediaType.MULTIPART_FORM_DATA);
		mediaType = new MediaType(mediaType, params);
		return mediaType;
	}",	determines the multipart media type to use for the given media type and boundary,prepare the media type to use by adding boundary and charset parameters to the given media type or multipart form data otherwise by default
"	protected boolean isInfrastructureClass(Class<?> beanClass) {
		boolean retVal = Advice.class.isAssignableFrom(beanClass) ||
				Pointcut.class.isAssignableFrom(beanClass) ||
				Advisor.class.isAssignableFrom(beanClass) ||
				AopInfrastructureBean.class.isAssignableFrom(beanClass);
		if (retVal && logger.isTraceEnabled()) {
			logger.trace(""Did not attempt to auto-proxy infrastructure class ["" + beanClass.getName() + ""]"");
		}
		return retVal;
	}",	determine whether the given class is an infrastructure class,return whether the given bean class represents an infrastructure class that should never be proxied
"	public void setDatabaseProductName(String dbName) {
		if (SQLErrorCodeSQLExceptionTranslator.hasUserProvidedErrorCodesFile()) {
			this.exceptionTranslator = new SQLErrorCodeSQLExceptionTranslator(dbName);
		}
		else {
			this.exceptionTranslator = new SQLExceptionSubclassTranslator();
		}
	}",	sets the database product name used by the exception translator,specify the database product name for the data source that this transaction manager uses
"	public final MultipartResolver getMultipartResolver() {
		return this.multipartResolver;
	}",	get the multipart resolver used by this servlet,obtain this servlet s multipart resolver if any
"	protected String getRequestContextAttribute() {
		return this.requestContextAttribute;
	}",	the name of the request attribute that holds the request context,return the name of the request context attribute for all views if any
"	protected final String getBeanName() {
		return this.beanName;
	}",	returns the name of the bean that this factory is associated with,return the bean name that this listener container has been assigned in its containing bean factory if any
"	public Class<?> getFieldType(@Nullable String field) {
		return (getTarget() != null ? getPropertyAccessor().getPropertyType(fixedField(field)) :
				super.getFieldType(field));
	}","	returns the type of the field with the given name, or null if the field does not exist",determines the field type from the property type
"	public void setJobDataAsMap(Map<String, ?> jobDataAsMap) {
		getJobDataMap().putAll(jobDataAsMap);
	}",	sets the job data as a map,register objects in the job data map via a given map
"	public static void execute(DatabasePopulator populator, DataSource dataSource) throws DataAccessException {
		Assert.notNull(populator, ""DatabasePopulator must not be null"");
		Assert.notNull(dataSource, ""DataSource must not be null"");
		try {
			Connection connection = DataSourceUtils.getConnection(dataSource);
			try {
				populator.populate(connection);
				if (!connection.getAutoCommit() && !DataSourceUtils.isConnectionTransactional(connection, dataSource)) {
					connection.commit();
				}
			}
			finally {
				DataSourceUtils.releaseConnection(connection, dataSource);
			}
		}
		catch (ScriptException ex) {
			throw ex;
		}
		catch (Throwable ex) {
			throw new UncategorizedScriptException(""Failed to execute database script"", ex);
		}
	}",	executes the given database populator using the given data source,execute the given database populator against the given data source
"	public String getResponseBodyAsString(Charset fallbackCharset) {
		if (this.responseCharset == null) {
			return new String(this.responseBody, fallbackCharset);
		}
		try {
			return new String(this.responseBody, this.responseCharset);
		}
		catch (UnsupportedEncodingException ex) {
			
			throw new IllegalStateException(ex);
		}
	}",	get the response body as a string using the charset of the response or the fallback charset if the response charset is not specified,return the response body converted to string
"	public void setUseCaseSensitiveMatch(boolean caseSensitiveMatch) {
		this.patternParser.setCaseSensitive(caseSensitiveMatch);
	}",	set whether the match should be case sensitive,shortcut method for setting the same property on the underlying pattern parser in use
"	public void removeCredentialsFromCurrentThread() {
		this.threadBoundCredentials.remove();
	}",	removes the credentials from the current thread,remove any user credentials for this proxy from the current thread
"	public static UriComponentsBuilder fromController(@Nullable UriComponentsBuilder builder,
			Class<?> controllerType) {

		builder = getBaseUrlToUse(builder);

		
		String prefix = getPathPrefix(controllerType);
		builder.path(prefix);

		String mapping = getClassMapping(controllerType);
		builder.path(mapping);

		return builder;
	}",	this method builds a uri components builder from the controller type,an alternative to from controller class that accepts a uri components builder representing the base url
"	public void setHeaderName(String headerName) {
		Assert.hasText(headerName, ""'headerName' must not be empty"");
		this.headerName = headerName;
	}",	set the name of the header that will be used to store the token in the request,set the name of the session header to use for the session id
"	public void setExtractValueFromSingleKeyModel(boolean extractValueFromSingleKeyModel) {
		this.extractValueFromSingleKeyModel = extractValueFromSingleKeyModel;
	}",	set to true if the model is a single key model and the value should be extracted from the model,set whether to serialize models containing a single attribute as a map or whether to extract the single value from the model and serialize it directly
"	public void setIgnoreUnknownExtensions(boolean ignoreUnknownExtensions) {
		this.ignoreUnknownExtensions = ignoreUnknownExtensions;
	}",	set whether to ignore unknown content types and file extensions when resolving the content type,whether to ignore requests with unknown file extension
"	public int getConnectionCount() {
		return this.connectionHandlers.size();
	}",	returns the number of open connections,return the current count of tcp connection to the broker
"	public MBeanServerConnection connect(@Nullable JMXServiceURL serviceUrl, @Nullable Map<String, ?> environment, @Nullable String agentId)
			throws MBeanServerNotFoundException {

		if (serviceUrl != null) {
			if (logger.isDebugEnabled()) {
				logger.debug(""Connecting to remote MBeanServer at URL ["" + serviceUrl + ""]"");
			}
			try {
				this.connector = JMXConnectorFactory.connect(serviceUrl, environment);
				return this.connector.getMBeanServerConnection();
			}
			catch (IOException ex) {
				throw new MBeanServerNotFoundException(""Could not connect to remote MBeanServer ["" + serviceUrl + ""]"", ex);
			}
		}
		else {
			logger.debug(""Attempting to locate local MBeanServer"");
			return JmxUtils.locateMBeanServer(agentId);
		}
	}",	connect to the MBeanServer at the given service URL or to the local MBeanServer if the service URL is null,connects to the remote mbean server using the configured jmxservice url to the specified jmx service or to a local mbean server if no service url specified
"	public static Mono<Void> releaseConnection(Connection con, ConnectionFactory connectionFactory) {
		return doReleaseConnection(con, connectionFactory)
				.onErrorMap(e -> new DataAccessResourceFailureException(""Failed to close R2DBC Connection"", e));
	}",	releases the given connection back to the connection factory,close the given connection obtained from the given connection factory if it is not managed externally that is not bound to the subscription
"	public int doEndTag() throws JspException {
		try {
			
			String msg = resolveMessage();

			
			msg = htmlEscape(msg);
			msg = this.javaScriptEscape ? JavaScriptUtils.javaScriptEscape(msg) : msg;

			
			if (this.var != null) {
				this.pageContext.setAttribute(this.var, msg, TagUtils.getScope(this.scope));
			}
			else {
				writeMessage(msg);
			}

			return EVAL_PAGE;
		}
		catch (IOException ex) {
			throw new JspTagException(ex.getMessage(), ex);
		}
		catch (NoSuchMessageException ex) {
			throw new JspTagException(getNoSuchMessageExceptionDescription(ex));
		}
	}",	ends the message tag,resolves the message escapes it if demanded and writes it to the page or exposes it as variable
"	public void addReturnValueHandlers(List<? extends HandlerMethodReturnValueHandler> handlers) {
		this.returnValueHandlers.addHandlers(handlers);
	}",	adds a list of return value handlers to the list of handlers that will be used to handle return values from handler methods,add the return value handlers to use for message handling and exception handling methods
"	public UrlBasedViewResolverRegistration freeMarker() {
		if (!checkBeanOfType(FreeMarkerConfigurer.class)) {
			throw new BeanInitializationException(""In addition to a FreeMarker view resolver "" +
					""there must also be a single FreeMarkerConfig bean in this web application context "" +
					""(or its parent): FreeMarkerConfigurer is the usual implementation. "" +
					""This bean may be given any name."");
		}
		FreeMarkerRegistration registration = new FreeMarkerRegistration();
		this.viewResolvers.add(registration.getViewResolver());
		return registration;
	}",	registers a FreeMarker view resolver with the given prefix and suffix,register a free marker view resolver with an empty default view name prefix and a default suffix of
"	public String getMessageId() {
		return getFirst(MESSAGE_ID);
	}",	get the message id of this message,get the message id header
"	public void setMessageConverter(MessageConverter messageConverter) {
		this.messageConverter = messageConverter;
	}",	sets the message converter used to convert messages to and from the message channel,set the message converter to use
"	public boolean isBlockWhenExhausted() {
		return this.blockWhenExhausted;
	}",	return this.blockWhenExhausted;,specify if the call should block when the pool is exhausted
"	static boolean isBridgeMethodFor(Method bridgeMethod, Method candidateMethod, Class<?> declaringClass) {
		if (isResolvedTypeMatch(candidateMethod, bridgeMethod, declaringClass)) {
			return true;
		}
		Method method = findGenericDeclaration(bridgeMethod);
		return (method != null && isResolvedTypeMatch(method, candidateMethod, declaringClass));
	}",	determine whether the given candidate method is a bridge method for the given bridge method,determines whether the bridge method is the bridge for the supplied candidate method
"	protected Session getSession(JmsResourceHolder holder) {
		return holder.getSession();
	}",	retrieve the session from the holder,fetch an appropriate session from the given jms resource holder
"	public static ResponseCreator withException(IOException ex) {
		return request -> {
			throw ex;
		};
	}",	create a response creator that always throws the given exception,response creator with an internal application ioexception
"	public final boolean isActive() {
		synchronized (this.lifecycleMonitor) {
			return this.active;
		}
	}",	is the lifecycle of the bean active,return whether this container is currently active that is whether it has been set up but not shut down yet
"	private Set<Sql> getSqlAnnotationsFor(Method method) {
		return AnnotatedElementUtils.getMergedRepeatableAnnotations(method, Sql.class, SqlGroup.class);
	}",	returns a set of sql annotations for the given method,get the annotations declared on the supplied method
"	protected void registerEndpoints() {
		Set<Class<?>> endpointClasses = new LinkedHashSet<>();
		if (this.annotatedEndpointClasses != null) {
			endpointClasses.addAll(this.annotatedEndpointClasses);
		}

		ApplicationContext context = getApplicationContext();
		if (context != null) {
			String[] endpointBeanNames = context.getBeanNamesForAnnotation(ServerEndpoint.class);
			for (String beanName : endpointBeanNames) {
				endpointClasses.add(context.getType(beanName));
			}
		}

		for (Class<?> endpointClass : endpointClasses) {
			registerEndpoint(endpointClass);
		}

		if (context != null) {
			Map<String, ServerEndpointConfig> endpointConfigMap = context.getBeansOfType(ServerEndpointConfig.class);
			for (ServerEndpointConfig endpointConfig : endpointConfigMap.values()) {
				registerEndpoint(endpointConfig);
			}
		}
	}",	registers all endpoints that have been annotated with @ServerEndpoint or have been registered via a ServerEndpointConfig,actually register the endpoints
"	public Serializable serializeState() {
		HashMap<String, Serializable> state = new HashMap<>();
		for (Iterator<Map.Entry<String, Object>> it = this.attributes.entrySet().iterator(); it.hasNext();) {
			Map.Entry<String, Object> entry = it.next();
			String name = entry.getKey();
			Object value = entry.getValue();
			it.remove();
			if (value instanceof Serializable) {
				state.put(name, (Serializable) value);
			}
			else {
				
				
				if (value instanceof HttpSessionBindingListener) {
					((HttpSessionBindingListener) value).valueUnbound(new HttpSessionBindingEvent(this, name, value));
				}
			}
		}
		return state;
	}",	serializes the session to a map of string to serializable objects,serialize the attributes of this session into an object that can be turned into a byte array with standard java serialization
"	public static byte[] decode(byte[] src) {
		if (src.length == 0) {
			return src;
		}
		return Base64.getDecoder().decode(src);
	}",	decodes a base 64 encoded byte array,base 0 decode the given byte array
"	protected Resource[] getConfigResources() {
		return null;
	}",	return null,return an array of resource objects referring to the xml bean definition files that this context should be built with
"	private static boolean isClassLoaderAccepted(ClassLoader classLoader) {
		for (ClassLoader acceptedLoader : acceptedClassLoaders) {
			if (isUnderneathClassLoader(classLoader, acceptedLoader)) {
				return true;
			}
		}
		return false;
	}",	determines whether the specified class loader is accepted by this class loader,check whether this cached introspection results class is configured to accept the given class loader
"	public static ContentResultMatchers content() {
		return new ContentResultMatchers();
	}",	returns a new instance of ContentResultMatchers,access to response body assertions
"	protected String[] getDefaultConfigLocations() {
		if (getNamespace() != null) {
			return new String[] {DEFAULT_CONFIG_LOCATION_PREFIX + getNamespace() + DEFAULT_CONFIG_LOCATION_SUFFIX};
		}
		else {
			return new String[] {DEFAULT_CONFIG_LOCATION};
		}
	}",	returns an array of default configuration locations for the given namespace,the default location for the root context is web inf application context
"public RecordComponentVisitor getDelegate() {
  return delegate;
}", returns the delegate visitor that will receive all the calls,the record visitor to which this visitor must delegate method calls
"	public void setConverters(Set<?> converters) {
		this.converters = converters;
	}",	set the converters to use for converting between java and jdbc types,configure the set of custom converter objects that should be added
"	protected String getColumnKey(String columnName) {
		return columnName;
	}",	this method is used to convert column names to the corresponding column keys that are used to identify columns in the map returned by getColumnMap,determine the key to use for the given column in the column map
"	public static DefaultResponseCreator withStatus(HttpStatusCode status) {
		return new DefaultResponseCreator(status);
	}",	create a new default response creator with the given http status,response creator with a specific http status
"	public void setName(@Nullable String name) {
		this.name = name;
	}",	set the name of this tag,set the raw name of the parameter
